receiver_pseudo,sender_pseudo,t_curr,dt,dist,speed_curr,dv,jerk,acc_curr,dacc,dtheta,heading_rate,rate_msgs_per_s,pos_conf_x_curr,pos_conf_y_curr,spd_conf_x_curr,spd_conf_y_curr,acc_conf_x_curr,acc_conf_y_curr,head_conf_x_curr,head_conf_y_curr,node_degree,avg_dist_neighbors,historical_trust,estimated_energy,label,attack_id
-1,1,17701.7972628996,2.166666666700621,37.1678213584389,1.4132345482644948,-0.0318142470288245,0.0,1.4365703777669727,0.0,0.0024232389198068,0.0011184179629702,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7711116656640004,0.9987565679592224,1,16
-1,1,17702.1305962329,0.3333333332993788,12.787885178261304,1.4345825171867934,0.0213479689222986,0.0,1.4365703777669727,0.0,-0.0127549590291584,-0.0382648770913731,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7768893325312004,0.9986541769883608,1,16
-1,1,17703.9639295662,1.8333333332993789,5.417913412812286,1.42047913421016,-0.0141033829766334,0.0,1.4365703777669727,0.0,0.0011189473237536,0.0006103349038769,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7815114660249604,0.9985411559296308,1,16
-1,1,17704.7972628995,0.8333333333030168,13.461210431411956,1.4066780287790783,-0.0138011054310813,0.0,1.4365703777669727,0.0,0.0052448803143132,0.0062938563774048,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7852091728199684,0.9984352947711778,1,16
-1,1,17705.1305962329,0.3333333333976043,12.100978677689326,1.4135613547238837,0.0068833259448051,0.0,1.4365703777669727,0.0,0.009467736497009,0.0284032094855506,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7881673382559747,0.9983329388355862,1,16
-1,1,17706.2972628995,1.1666666666023957,13.499069939982276,1.471179962511956,0.0576186077880722,0.0,1.4365703777669727,0.0,-0.0069523456253901,-0.0059591533935198,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7905338706047799,0.998224356952472,1,16
-1,1,17706.4639295662,0.1666666666969831,5.061844297308856,1.393265231623548,-0.0779147308884078,0.0,1.4365703777669727,0.0,-0.0102012697207722,-0.0612076183135001,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7924270964838239,0.998123195898112,1,16
-1,1,17708.6305962329,2.166666666700621,13.69150555459855,1.428494459172717,0.0352292275491685,0.0,1.4365703777669727,0.0,0.0169245830189459,0.0078113460086218,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153.9902413784583,0.7939416771870592,0.9980077205414708,1,16
-1,1,17744.7972628994,1.3333333332993789,23.97776160027734,0.6252380234225006,-0.0178154638726999,0.0,0.6367941097060347,0.0,-0.0046819939917668,-0.0035114954939145,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7951533417496475,0.9979035522879812,1,16
-1,1,17754.1305962327,2.666666666696983,11.535778347834585,0.6378468958868574,-0.0011600883900841,0.0,0.6367941097060347,0.0,-0.0005967931236878,-0.0002237974213804,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7961226733997181,0.9977950476627028,1,16
-1,1,17761.6305962327,1.8333333333976043,368.5650683912686,0.241718651658799,-0.374379427134076,-0.2124441225602878,0.2473132183318528,-0.3894808913741818,-0.0708274406304916,-0.0386331494334592,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7568981387197745,0.997692831908396,1,16
-1,1,17761.7972628993,0.1666666666023957,38.4480396250653,0.2460670456429829,0.0043483939841839,0.0,0.2473132183318528,0.0,-0.0002690426616411,-0.0016142559704695,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7255185109758197,0.9975926268525246,1,16
-1,1,17764.7972628993,3.0,0.4804102615220217,0.2430210396803004,-0.0030460059626825,0.0,0.2473132183318528,0.0,0.0145869486118925,0.0048623162039641,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203.48991899211737,0.7804148087806557,0.9974889815369292,1,16
-1,1,17767.2972628993,2.5,41.85228651588797,2.262820236367235,2.019799196686934,0.8271492760248108,2.31518640839388,2.067873190062027,1.2305856728207392,0.4922342691282956,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,170.5845058824805,0.7843318470245246,0.9973606962839748,1,16
-1,1,17793.9639295659,4.0,0.1637931203857965,0.0018129949963437,2.2233198786341963e-06,-3.963333567585936e-13,0.0018076327875531,-1.5853334270343744e-12,0.0233274979898125,0.0058318744974531,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.92847021725066,0.7874654776196198,0.9972606600240748,1,16
-1,1,17794.4639295659,0.5,12.92801582507717,0.0018590735863326,4.60785899888301e-05,-3.2244085873545113e-13,0.0018076327873919,-1.6122042936772557e-13,-0.0065016965722519,-0.0130033931445039,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.52535901839672,0.789972382095696,0.9971606553763908,1,16
-1,1,17794.9639295659,0.5,13.817248682272435,0.0018018066334214,-5.7266952911137845e-05,0.0,0.0018076327873919,0.0,0.0069515116628626,0.0139030233257253,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.049210549845405,0.7919779056765569,0.9970606508718742,1,16
-1,1,17798.6305962325,3.6666666665987577,25.486319749236287,0.00174075122421,-6.105540921138154e-05,-8.061017525982216e-13,0.0018076327844362,-2.9557064261387378e-12,-0.007534514216493,-0.002054867513627,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.523842070472114,0.7935823245412456,0.9969606189581018,1,16
-1,1,17834.6305962324,4.333333333401242,34.17968463320347,0.0570822591128427,-0.7866772307969623,-0.1807405216106494,0.0573239975913708,-0.7832089269917549,-0.0049351100734313,-0.0011388715553893,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7948658596329965,0.996859382175821,1,16
-1,1,18616.4056124126,3.0,0.5164992003627369,0.0250678731094463,0.0010177484127047,0.0,0.0247667367994282,0.0,-0.0075157035238317,-0.0025052345079439,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.854531129825537,0.7958926877063973,0.9967590061577244,1,16
-1,1,20439.0217389723,1.5,27.75024531435248,2.4674688158043816,0.415700256060985,0.2207066557265866,2.388899903479631,0.33105998358988,-1.6731327283263149,-1.1154218188842098,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.2240968085805,0.7967141501651179,0.996640500141606,1,16
-1,1,20929.2926167806,4.5,27.08462339382752,1.409555362716495,1.407109249820671,0.3133565172699195,1.41253491248475,1.410104327714638,1.2336363990853243,0.274141422018961,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7973713201320944,0.9965087851459448,1,16
-1,1,20958.7926167806,1.0,0.3797185299954669,4.505813424665603,0.0297789067463574,0.0,4.5011929053989865,0.0,0.0014324933843514,0.0014324933843514,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7978970561056756,0.9963862560788216,1,16
-1,1,21290.0019040428,0.3333333334012422,8.381989791921821,0.4324898040420825,-0.0109792727777464,0.0,0.4384301740034491,0.0,-0.0049044193860217,-0.0147132581550676,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,106.70906304779176,0.7983176448845406,0.9962855352624812,1,16
-1,1,21294.6685707094,4.666666666598758,57.79579532355677,2.3312783239672035,1.8987885199251209,0.3934519670619421,2.2745393535991267,1.8361091795956777,0.0062939707349336,0.0013487080146482,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,225.54095830680603,0.7986541159076326,0.996131138768256,1,16
-1,1,21356.8352373758,1.8333333332993789,9.047908181794222,1.8286072808350189,-0.0108807135935951,0.0,1.8365833781728087,0.0,-0.0067892510702813,-0.0037032278565857,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7989232927261062,0.9960143765348488,1,16
-1,1,21358.8352373758,2.0,0.0846222771398194,1.8429458973207804,0.0143386164857615,0.0,1.8365833781728087,0.0,0.0104430884476451,0.0052215442238225,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.799138634180885,0.9958959470758756,1,16
-1,1,21396.668570709,1.6666666667006211,20.54509683509453,0.3691479942681299,0.0337155318194902,0.0224675190802196,0.3698857660386943,0.0374458651344623,0.0139986086140591,0.0083991651682643,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7993109073447081,0.9957928708425898,1,16
-1,1,21407.0019040423,1.0,6.052643177061198,4.497898698229154,-0.0066410931208338,1.3265808047613348e-05,4.500022600000687,1.3265808047613348e-05,-0.0113093689902896,-0.0113093689902896,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.062159266676723,0.8394487258757666,0.9956703813490988,1,16
-1,1,21426.0019040422,4.333333333303017,10.671398655672796,4.519194244543323,0.0092074301143059,0.0004374060991704,4.501899761927554,0.0018954264297255,-0.029757834750332,-0.00686719263474,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8715589807006132,0.995472465473801,1,16
-1,1,21755.9425873295,2.0,0.5907630628338093,0.057954633066804,0.0001953423518367,0.0,0.0580757622195101,0.0,0.0235481108398953,0.0117740554199476,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8572471845604906,0.9953718859274704,1,16
-1,1,21756.9425873295,1.0,0.2649237702395832,0.0582100810573842,0.0002554479905801,0.0,0.0580757622195101,0.0,-0.0157917045953928,-0.0157917045953928,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8457977476483926,0.9952715948770652,1,16
-1,1,23435.7914993544,1.0,0.149535773334292,0.3844424558458657,-0.001710854476814,0.0,0.3854412489701045,0.0,-0.0029627825150546,-0.0029627825150546,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0218284386241,0.8766381981187141,0.9951696726647858,1,16
-1,1,23437.1248326877,1.3333333332993789,10.62456374117482,0.3914949714451679,0.0070525155993022,0.0,0.3854412489701045,0.0,-0.0012160584607587,-0.0009120438455923,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8613105584949714,0.9950670626983096,1,16
-1,1,23438.1248326877,1.0,0.8618253968734729,0.3968200106832538,0.0053250392380859,0.0,0.3854412489701045,0.0,0.0053399847935153,0.0053399847935153,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.818143510984491,0.8490484467959772,0.9949650785982562,1,16
-1,1,23440.7914993543,2.666666666602396,11.119016316522682,0.3820140405311472,-0.0148059701521066,0.0,0.3854412489701045,0.0,-0.0076932330244359,-0.002884962384233,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.99894313456969,0.8392387574367819,0.9948599850777158,1,16
-1,1,23587.521644566,3.0,43.4635346090373,1.528652067202107,-0.6769382057835622,-0.2248971759679867,1.5333773064103449,-0.6746915279039603,0.1801706844894619,0.0600568948298206,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8313910059494256,0.9947370552967078,1,16
-1,1,23802.3519916337,3.0,14.753539703432953,0.7863211803811124,-2.397864598703395,-0.7482224177041733,0.8254049534836293,-2.24466725311252,0.0145331329525975,0.0048443776508658,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.40780893375036,0.8251128047595405,0.994625260479002,1,16
-1,1,23811.5186583004,2.8333333334012423,40.98216245368135,1.904819634922522,0.119590356743843,0.0169896634524035,1.8930685665275868,0.0481373797829638,-0.8109047112243211,-0.2862016627781948,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8200902438076325,0.9944982755341734,1,16
-1,1,23854.5186583002,5.0,0.0411980476862286,1.3993016163643477,-0.0299316624671808,0.0,1.4123011926016884,0.0,-0.0258743837340453,-0.005174876746809,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,244.30422579456223,0.8160721950461061,0.9943632929937642,1,16
-1,1,23856.1853249668,1.6666666665987575,10.57844939191506,1.4245102867799055,0.025208670415558,0.0,1.4123011926016884,0.0,0.0272109612794082,0.0163265767683101,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.8128577560368849,0.9942514220747084,1,16
-1,1,23858.0186583002,1.8333333334012425,216.4567270535323,0.9134138910855384,-0.5110963956943673,-0.2735490167149625,0.910794661939014,-0.5015065306626745,-2.1828592499973047,-1.1906504999544267,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7702862048295079,0.9941430491140396,1,16
-1,1,23880.3519916334,0.6666666667006211,9.74806490804738,1.0994966684474738,-0.0032131465320219,0.0,1.1032270385591827,0.0,0.0127774387966805,0.0191661581940447,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.334442092382345,0.7762289638636064,0.9940393841251448,1,16
-1,1,23881.6853249667,1.3333333332993789,22.15683082347451,0.9356229256653744,-0.1638737427820995,-0.1269975604069785,0.9338969580208568,-0.1693300805383258,-0.0051461667904302,-0.0038596250929209,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.174207736200167,0.7809831710908852,0.9939331466389738,1,16
-1,1,23882.3519916334,0.6666666667006211,10.358728289216694,0.9361690788118868,0.0005461531465124,0.0,0.9338969580208568,0.0,-0.0088187606479155,-0.0132281409711995,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.76866936199215,0.7847865368727083,0.9938300260753776,1,16
-1,1,24097.6099927374,3.0,0.323963490050046,2.0759324558189154,0.0841012670903631,0.0,2.043323842914813,0.0,0.0075205286545227,0.0025068428848409,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7878292294981667,0.9936988870885402,1,16
-1,1,24098.1099927374,0.5,11.056912444062933,1.9757308369671085,-0.1002016188518071,0.0,2.043323842914813,0.0,0.0038892768425426,0.0077785536850853,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7902633835985334,0.9935939477614478,1,16
-1,1,24098.6099927374,0.5,10.368333666216806,2.075745805978667,0.1000149690115586,0.0,2.043323842914813,0.0,-0.0059545833744358,-0.0119091667488717,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7922107068788268,0.9934887583969328,1,16
-1,1,24229.8056500068,1.8333333333030168,17.56822356374368,1.7231435119947498,-0.8564628449331788,-0.480594069906975,1.71890874383943,-0.8810891281482176,-0.6519939726809101,-0.3556330760136499,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.81008604585723,0.7937685655030615,0.99337296291474,1,16
-1,1,24241.8056500068,1.3333333334012425,13.089641372156754,1.8662745937362168,-0.264962285816203,-0.2254421251281918,1.8677673109113968,-0.300589500186232,0.6367741283707251,0.4775805962537198,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.5028957772589,0.7950148524024493,0.9932605210841144,1,16
-1,1,24291.8056500066,4.0,0.4138887238546618,2.050247795362535,-0.0155902050710676,0.0,2.079558081236897,0.0,0.0043454362717785,0.0010863590679446,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7960118819219595,0.993119516128207,1,16
-1,1,24298.1389833399,0.6666666667006211,22.539292349539338,2.068832102991688,0.0229218000986062,0.0,2.079558081236897,0.0,-0.0007833089049831,-0.0011749633574148,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284.69153343417315,0.7968095055375677,0.9930126200211968,1,16
-1,1,24302.1389833399,4.0,0.1486720245043746,2.058501328278514,-0.0103307747131737,0.0,2.079558081236897,0.0,0.0006116193201881,0.000152904830047,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284.5694431451072,0.7974476044300542,0.9928714499946312,1,16
-1,1,24302.9723166732,0.8333333332993789,11.995013896088944,2.092668244620496,0.0341669163419817,0.0,2.079558081236897,0.0,-0.0026535166313359,-0.0031842199577328,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7979580835440435,0.9927627305436124,1,16
-1,1,24304.8056500065,1.8333333332993789,566.8178407250249,6.395220775057876e-05,-2.092604292412745,-1.1342702428951812,6.263596757858756e-05,-2.079495445269319,0.7685978634607666,0.4192351982590918,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.7583664668352349,0.9926627299573838,1,16
-1,1,24307.4723166732,2.666666666700621,10.404710885084588,6.220327700596438e-05,-1.74893074461438e-06,0.0,6.263596757858756e-05,0.0,0.0052804706645703,0.0019801764991886,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.766693173468188,0.9925627291280066,1,16
-1,1,24390.1246415269,2.3333333334012423,53.553210239366365,0.2002427956030213,-0.3180512818213565,-0.136152018359261,0.1931414769882563,-0.3176880428475217,0.0129548676497552,0.0055520861354478,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.28090118281981,0.7733545387745505,0.992460392962058,1,16
-1,1,24447.7913081933,0.8333333332993789,20.02215245282053,0.4275325420828426,-3.344957644243222,-4.073293358035823,0.4197027644689995,-3.394411131558212,2.8704003606207813,3.444480432885284,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,206.4834344325036,0.7786836310196404,0.992358611576466,1,16
-1,1,24725.1810052377,4.833333333401242,4.0704110790706896,0.4428852249010727,-0.0028920898457425,0.0,0.4428874607034668,0.0,0.007775592254537,0.001608743225054,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.465736956733398,0.7829469048157124,0.992247908516864,1,16
-1,1,24901.164661361,1.1666666667006211,24.88899763229813,0.4723150231731506,0.2372650245942107,0.2080024278751867,0.4746429117705719,0.2426694991947805,-1.4878641459837072,-1.2753121250917754,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.496565859415457,0.78635752385257,0.9921451533458956,1,16
-1,1,24903.8313280276,2.666666666602396,21.775837077591017,0.1344152651973582,-0.3378997579757924,-0.1277002918331336,0.1341088002237563,-0.3405341115468155,-0.0002962849152914,-0.0001111068432369,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.660183417969,0.789086019082056,0.9920433611423596,1,16
-1,1,24904.164661361,0.3333333333976043,15.14258071985739,0.1342867628658063,-0.0001285023315519,0.0,0.1341088002237563,0.0,0.0025663833804761,0.0076991501399438,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.3427110250804,0.7912688152656449,0.991943137331088,1,16
-1,1,24907.4979946943,3.333333333299379,29.131622268032743,1.3319103086730133,1.197623545807207,0.3573320413438929,1.3252156046912662,1.19110680446751,0.004329469208959,0.0012988407627009,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.793015052212516,0.9918209388259438,1,16
-1,1,24908.4979946943,1.0,12.015652080862932,0.085537333474894,-1.2463729751981192,-1.2394631220466052,0.0857524826446609,-1.2394631220466052,-0.0051651570609889,-0.0051651570609889,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.710329989131557,0.7944120417700129,0.9917205111392764,1,16
-1,1,24909.8313280276,1.3333333333030168,26.853812943495303,0.8151020537512228,0.7295647202763288,0.5362070117645141,0.8006951649810906,0.7149426823364297,1.5223648168117867,1.141773612634801,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.219711751302853,0.7955296334160104,0.9916150771255848,1,16
-1,1,24921.4979946942,0.3333333332993788,7.903714869591756,0.1797877610379463,-0.009541349675642,0.0,0.1874515060984284,0.0,0.0009932842018329,0.0029798526058024,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.1392643747707,0.7964237067328084,0.9915147774793164,1,16
-1,1,24921.8313280276,0.3333333334012422,0.264623075462232,1.3860569694082148,1.2062692083702684,3.688811143972798,1.4170552210065308,1.2296037149081025,-0.0055361963396558,-0.0166085890155839,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.98918084731324,0.8371389653862467,0.991412467384367,1,16
-1,1,24926.8313280276,5.0,58.15210830677924,0.0885715341143366,-1.297485435293878,-0.265392894508736,0.0900907484628506,-1.3269644725436802,0.1432953140041273,0.0286590628008254,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,187.3312059855241,0.8297111723089974,0.991310253096014,1,16
-1,1,25062.5992219587,2.333333333299379,12.571495217001212,0.3943910176947897,-0.0005469167051437,0.0,0.3925575325421929,0.0,-0.0131939377387069,-0.0056545447452423,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.020234312285028,0.823768937847198,0.9912056518674744,1,16
-1,1,25065.5992219587,3.0,0.166828013976293,0.3896136500795616,-0.004777367615228,0.0,0.3925575325421929,0.0,-0.0076778055265274,-0.0025592685088424,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.110431238760142,0.8190151502777584,0.9910998076627232,1,16
-1,1,25414.8860857298,4.166666666696983,307.24733904420776,0.7370167021693232,0.736975479391417,0.1767617749092651,0.7365488989200989,0.7365073954606303,-1.4718299964517776,-0.3532391991458564,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.780482097371685,0.7752121202222068,0.9909844531480946,1,16
-1,1,25418.3860857297,3.4999999999017746,272.3911069329816,0.2018639234876389,-0.5351527786816843,-0.1529026741453056,0.2013895394265481,-0.5351593594935508,0.0021972336574145,0.0006277810449931,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,80.58841241881608,0.7401696961777654,0.9908809205294336,1,16
-1,1,25447.0527523963,2.333333333299379,44.57792939172997,0.2717685797635369,-0.7535844127312443,-0.3239689382303579,0.2722038162386249,-0.7559275225265016,0.011341064847115,0.00486045636312,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,237.452863254196,0.7521357569422124,0.9907777498960032,1,16
-1,1,25447.3860857296,0.3333333332993788,2.784547845466612,0.8312996079791629,0.5595310282156261,1.6830081230266392,0.8332065238570256,0.5610027076184008,-0.0029547593007874,-0.0088642779032653,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,237.55271520926493,0.76170860555377,0.9906763643966566,1,16
-1,1,25451.3860857296,4.0,45.1227599041497,1.1963284921175934,0.3650288841384305,0.0791367033448772,1.1497533372365347,0.3165468133795091,1.6521348667760334,0.4130337166940083,0.0397153259897023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,210.80851191529484,0.769366884443016,0.9905524378268142,1,16
